group;kingdom;phylum;class;order;family;genus;species
ASV00231;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);Pythium_rostratifingens(62)
ASV00232;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);Pythium_kandovanense(73)
ASV00233;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00234;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);Pythium_kandovanense(80)
ASV00235;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(99);Pythiaceae(99);Pythium(99);unclassified
ASV00236;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00237;Eukaryota(100);Stramenopiles(100);Oomycetes(94);unclassified;unclassified;unclassified;unclassified
ASV00238;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(97);Pythium(97);Pythium_kunmingense(68)
ASV00239;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);Pythium_kandovanense(95)
ASV00240;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00241;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00242;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(91);Pythiaceae(91);Pythium(91);unclassified
ASV00243;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00244;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00245;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00246;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(99);Pythiaceae(99);Pythium(99);Pythium_heterothallicum(78)
ASV00247;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(99);Pythium(99);unclassified
ASV00248;Eukaryota(95);Stramenopiles(95);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00249;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Leptomitales(82);Leptomitales_incertae_sedis(82);unclassified;unclassified
ASV00250;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(81);Pythiaceae(81);Pythium(81);unclassified
ASV00251;Eukaryota(100);Stramenopiles(100);Hyphochytriomycetes(61);Hyphochytriomycetes_Class_Incertae_sedis(61);Hyphochytriaceae(61);Hyphochytrium(61);Hyphochytrium_catenoides(61)
ASV00252;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Leptomitales(79);Leptomitales_incertae_sedis(79);unclassified;unclassified
ASV00253;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(94);Pythiaceae(94);Pythium(92);unclassified
ASV00254;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Peronosporales(66);Peronosporaceae(62);unclassified;unclassified
ASV00255;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00256;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(99);Pythium(99);Pythium_attrantheridium(60)
ASV00257;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00258;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(99);Pythium(99);unclassified
ASV00259;Eukaryota(100);Stramenopiles(100);Oomycetes(96);unclassified;unclassified;unclassified;unclassified
ASV00260;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(95);Pythiaceae(95);Pythium(95);unclassified
ASV00261;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(99);Pythiaceae(99);Pythium(99);unclassified
ASV00262;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(90);Pythium(88);unclassified
ASV00263;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(92);Pythiaceae(92);Pythium(92);unclassified
ASV00264;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Peronosporales(100);Peronosporales_incertae_sedis(100);Phytophthora(100);Phytophthora_capsici(64)
ASV00265;Eukaryota(100);Stramenopiles(100);Oomycetes(98);unclassified;unclassified;unclassified;unclassified
ASV00266;Eukaryota(97);Stramenopiles(97);Oomycetes(92);Pythiales(71);Pythiaceae(71);Pythium(71);unclassified
ASV00267;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(99);Pythium(99);unclassified
ASV00268;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00269;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(81);Pythiaceae(81);Pythium(81);unclassified
ASV00270;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00271;Eukaryota(100);Stramenopiles(100);Oomycetes(99);Peronosporales(77);Peronosporaceae(74);Pseudoperonospora(62);Pseudoperonospora_celtidis(62)
ASV00272;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(86);Pythiaceae(86);Pythium(86);unclassified
ASV00273;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00274;Eukaryota(100);Stramenopiles(100);Oomycetes(96);unclassified;unclassified;unclassified;unclassified
ASV00275;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);Pythium_attrantheridium(80)
ASV00276;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(99);Pythium(99);unclassified
ASV00277;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00278;Eukaryota(100);Stramenopiles(100);Oomycetes(93);unclassified;unclassified;unclassified;unclassified
ASV00279;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(95);unclassified
ASV00280;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Leptomitales(81);Leptomitales_incertae_sedis(81);unclassified;unclassified
ASV00281;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(97);Pythiaceae(97);Pythium(97);Pythium_heterothallicum(68)
ASV00282;Eukaryota(100);Stramenopiles(100);Oomycetes(96);unclassified;unclassified;unclassified;unclassified
ASV00283;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Peronosporales(96);Peronosporales_incertae_sedis(92);Phytophthora(92);unclassified
ASV00284;Eukaryota(100);Stramenopiles(100);Oomycetes(96);unclassified;unclassified;unclassified;unclassified
ASV00285;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(94);Pythium(94);unclassified
ASV00286;Eukaryota(100);Stramenopiles(100);Oomycetes(96);unclassified;unclassified;unclassified;unclassified
ASV00287;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00288;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00289;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00290;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(75);Pythiaceae(75);Pythium(75);unclassified
ASV00291;Eukaryota(100);Stramenopiles(100);Oomycetes(97);unclassified;unclassified;unclassified;unclassified
ASV00292;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);unclassified
ASV00293;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00294;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(99);Pythium(99);Pythium_attrantheridium(74)
ASV00295;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00296;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Saprolegniales(99);Saprolegniaceae(99);unclassified;unclassified
ASV00297;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Peronosporales(66);Peronosporaceae(60);unclassified;unclassified
ASV00298;Eukaryota(100);Stramenopiles(100);Oomycetes(98);unclassified;unclassified;unclassified;unclassified
ASV00299;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(90);Pythium(90);unclassified
ASV00300;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(99);Pythium(99);unclassified
ASV00301;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00302;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);unclassified
ASV00303;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(92);Pythiaceae(92);Pythium(86);unclassified
ASV00304;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(98);Pythiaceae(98);Pythium(98);Pythium_rostratifingens(70)
ASV00305;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00306;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00307;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00308;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Peronosporales(61);Peronosporaceae(61);unclassified;unclassified
ASV00309;Eukaryota(100);Stramenopiles(100);Oomycetes(98);unclassified;unclassified;unclassified;unclassified
ASV00310;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00311;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00312;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(95);Pythium(95);unclassified
ASV00313;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00314;Eukaryota(100);Stramenopiles(100);Oomycetes(97);unclassified;unclassified;unclassified;unclassified
ASV00315;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00316;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00317;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Saprolegniales(100);Saprolegniaceae(100);Saprolegnia(100);Saprolegnia_ferax(100)
ASV00318;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);Pythium_kandovanense(80)
ASV00319;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00320;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00321;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00322;Eukaryota(100);Stramenopiles(100);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00323;Eukaryota(100);Stramenopiles(100);Oomycetes(90);unclassified;unclassified;unclassified;unclassified
ASV00324;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(92);Pythium(92);unclassified
ASV00325;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(99);Pythium(99);unclassified
ASV00326;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00327;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);Pythium_attrantheridium(82)
ASV00328;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00329;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(98);Pythium(98);unclassified
ASV00330;Eukaryota(100);Stramenopiles(100);Oomycetes(98);Peronosporales(60);unclassified;unclassified;unclassified
ASV00331;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00332;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00333;Eukaryota(100);Stramenopiles(100);Oomycetes(97);unclassified;unclassified;unclassified;unclassified
ASV00334;Eukaryota(100);Stramenopiles(100);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00335;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00336;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00337;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00338;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00339;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00340;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00341;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);Pythium_kandovanense(66)
ASV00342;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00343;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(98);Pythiaceae(98);Pythium(98);unclassified
ASV00344;Eukaryota(100);Stramenopiles(100);Oomycetes(97);unclassified;unclassified;unclassified;unclassified
ASV00345;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Peronosporales(100);Peronosporales_incertae_sedis(95);Phytophthora(95);unclassified
ASV00346;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(91);Pythium(91);unclassified
ASV00347;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(71);Pythiaceae(71);Pythium(71);unclassified
ASV00348;Eukaryota(100);Stramenopiles(100);Oomycetes(92);unclassified;unclassified;unclassified;unclassified
ASV00349;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00350;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);Pythium_kandovanense(92)
ASV00351;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00352;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Saprolegniales(97);Saprolegniaceae(97);unclassified;unclassified
ASV00353;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00354;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(93);Pythium(93);unclassified
ASV00355;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);unclassified
ASV00356;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);Pythium_kandovanense(65)
ASV00357;Eukaryota(100);Stramenopiles(100);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00358;Eukaryota(100);Stramenopiles(100);Oomycetes(96);unclassified;unclassified;unclassified;unclassified
ASV00359;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);Pythium_kandovanense(93)
ASV00360;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);Pythium_rostratum(69)
ASV00361;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Peronosporales(65);Peronosporaceae(63);unclassified;unclassified
ASV00362;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(99);Pythium(99);unclassified
ASV00363;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Saprolegniales(100);Saprolegniaceae(100);Saprolegnia(100);Saprolegnia_ferax(100)
ASV00364;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);Pythium_kandovanense(100)
ASV00365;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Saprolegniales(87);Saprolegniaceae(87);unclassified;unclassified
ASV00366;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);Pythium_kandovanense(80)
ASV00367;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);unclassified
ASV00368;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(99);Pythiaceae(99);Pythium(99);Pythium_heterothallicum(74)
ASV00369;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00370;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00371;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(93);Pythiaceae(92);Pythium(92);Pythium_heterothallicum(64)
ASV00372;Eukaryota(100);Stramenopiles(100);Oomycetes(86);unclassified;unclassified;unclassified;unclassified
ASV00373;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Albuginales(100);Albuginaceae(100);Albugo(100);Albugo_candida(78)
ASV00374;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00375;Eukaryota(100);Stramenopiles(100);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00376;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00377;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);unclassified
ASV00378;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00379;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(96);Pythium(96);unclassified
ASV00380;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00381;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00382;Eukaryota(100);Stramenopiles(100);Oomycetes(92);unclassified;unclassified;unclassified;unclassified
ASV00383;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);Pythium_kandovanense(75)
ASV00384;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(99);Pythiaceae(99);Pythium(96);unclassified
ASV00385;Eukaryota(100);Stramenopiles(100);Oomycetes(95);unclassified;unclassified;unclassified;unclassified
ASV00386;Eukaryota(100);Stramenopiles(100);Oomycetes(94);unclassified;unclassified;unclassified;unclassified
ASV00387;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);Pythium_rostratum(62)
ASV00388;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(99);Pythiaceae(99);Pythium(98);unclassified
ASV00389;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(99);Pythium(99);unclassified
ASV00390;Eukaryota(100);Stramenopiles(100);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00391;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(99);Pythiaceae(98);Pythium(98);unclassified
ASV00392;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Saprolegniales(96);Saprolegniaceae(96);unclassified;unclassified
ASV00393;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00394;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00395;Eukaryota(100);Stramenopiles(100);Oomycetes(96);unclassified;unclassified;unclassified;unclassified
ASV00396;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(99);Pythiaceae(98);Pythium(98);unclassified
ASV00397;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00398;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(96);Pythiaceae(96);Pythium(96);unclassified
ASV00399;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Albuginales(100);Albuginaceae(100);Albugo(100);Albugo_candida(87)
ASV00400;Eukaryota(100);Stramenopiles(100);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00401;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00402;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00403;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(98);Pythiaceae(93);Pythium(93);unclassified
ASV00404;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Saprolegniales(91);Saprolegniaceae(91);unclassified;unclassified
ASV00405;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);unclassified
ASV00406;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(90);unclassified
ASV00407;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);unclassified
ASV00408;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00409;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(98);Pythiaceae(95);Pythium(95);unclassified
ASV00410;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00411;Eukaryota(100);Stramenopiles(100);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00412;Eukaryota(100);Stramenopiles(100);Oomycetes(80);unclassified;unclassified;unclassified;unclassified
ASV00413;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00414;Eukaryota(100);Stramenopiles(100);Oomycetes(92);unclassified;unclassified;unclassified;unclassified
ASV00415;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(99);unclassified
ASV00416;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(99);Pythiaceae(99);Pythium(99);Pythium_kandovanense(66)
ASV00417;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(99);Pythiaceae(99);Pythium(99);unclassified
ASV00418;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00419;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00420;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00421;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);unclassified
ASV00422;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00423;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00424;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Albuginales(60);Albuginaceae(60);unclassified;unclassified
ASV00425;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(94);Pythium(94);unclassified
ASV00426;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00427;Eukaryota(100);Stramenopiles(100);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00428;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00429;Eukaryota(100);Stramenopiles(100);Oomycetes(97);Peronosporales(67);Peronosporaceae(60);unclassified;unclassified
ASV00430;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00431;Eukaryota(100);Stramenopiles(100);Oomycetes(92);Peronosporales(61);Peronosporaceae(60);unclassified;unclassified
ASV00432;Eukaryota(100);Stramenopiles(100);Oomycetes(98);unclassified;unclassified;unclassified;unclassified
ASV00433;Eukaryota(100);Stramenopiles(100);Oomycetes(98);unclassified;unclassified;unclassified;unclassified
ASV00434;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Albuginales(100);Albuginaceae(100);Albugo(100);Albugo_candida(87)
ASV00435;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(92);Pythium(90);unclassified
ASV00436;Eukaryota(100);Stramenopiles(100);Oomycetes(94);unclassified;unclassified;unclassified;unclassified
ASV00437;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00438;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Saprolegniales(80);Saprolegniaceae(80);unclassified;unclassified
ASV00439;Eukaryota(100);Stramenopiles(100);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00440;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00441;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(99);Pythium(99);unclassified
ASV00442;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00443;Eukaryota(100);Stramenopiles(100);Oomycetes(91);unclassified;unclassified;unclassified;unclassified
ASV00444;Eukaryota(100);Stramenopiles(100);Oomycetes(93);unclassified;unclassified;unclassified;unclassified
ASV00445;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Peronosporales(63);Peronosporaceae(60);unclassified;unclassified
ASV00446;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00447;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(99);Pythiaceae(99);Pythium(99);unclassified
ASV00448;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Halophytophthora(100);Halophytophthora_sp._YJC-2014(100)
ASV00449;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00450;Eukaryota(100);Stramenopiles(100);Oomycetes(96);unclassified;unclassified;unclassified;unclassified
ASV00451;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00452;Eukaryota(100);Stramenopiles(100);Oomycetes(94);unclassified;unclassified;unclassified;unclassified
ASV00453;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(99);Pythiaceae(99);Pythium(96);unclassified
ASV00454;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(90);Pythiaceae(90);Pythium(90);unclassified
ASV00455;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);unclassified
ASV00456;Eukaryota(100);Stramenopiles(100);Oomycetes(98);unclassified;unclassified;unclassified;unclassified
ASV00457;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Peronosporales(100);Peronosporaceae(100);Hyaloperonospora(100);Hyaloperonospora_nasturtii-aquatici(100)
ASV00458;Eukaryota(100);Stramenopiles(100);Oomycetes(98);unclassified;unclassified;unclassified;unclassified
ASV00459;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(97);Pythiaceae(97);Pythium(95);unclassified
ASV00460;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
